TransactionID,Timestamp,Amount,MerchantID,CustomerID,IsInternational,TransactionType,TimeSinceLastTransaction,IsFraud
TX000047,1696118440.0,821.9068953330589,MERCH006,CUST0016,1.0,Withdrawal,2.5835085392941464,0.0
TX000048,1696118780.0,687.7561369778487,MERCH006,CUST0005,1.0,Transfer,9.339544550754244,0.0
TX000049,1696118560.0,1527.2998056575057,MERCH017,CUST0004,0.0,Purchase,6.583821349879784,0.0
TX000050,1696118620.0,1011.4372429926245,MERCH016,CUST0015,1.0,Withdrawal,11.499890311591066,0.0
TX000051,1696118600.0,553.9334862437943,MERCH014,CUST0017,0.0,Purchase,12.02572374030696,0.0
TX000052,1696118460.0,1680.6426680738355,MERCH003,CUST0003,0.0,Transfer,9.77579144985995,0.0
TX000053,1696118620.0,766.6981140431066,MERCH002,CUST0016,0.0,Withdrawal,5.976152221365896,0.0
TX000054,1696118520.0,998.1450628966802,MERCH010,CUST0011,1.0,Purchase,3.1479418150791467,0.0
TX000055,1696118580.0,58.9408507635909,MERCH003,CUST0009,0.0,Purchase,13.898970665069474,0.0
TX000056,1696118440.0,1411.5109904918654,MERCH019,CUST0010,0.0,Purchase,12.01298862927802,0.0
TX000057,1696118520.0,1485.1821818698818,MERCH015,CUST0015,1.0,Withdrawal,11.200660586816475,0.0
TX000058,1696118500.0,0.1,MERCH019,CUST0008,0.0,Purchase,13.553818161713261,1.0
TX000059,1696118600.0,291.2387520542548,MERCH002,CUST0008,0.0,Purchase,17.841254741382812,0.0
TX000060,1696118560.0,1367.976857864958,MERCH001,CUST0008,1.0,Withdrawal,0.6103533869454125,0.0
TX000061,1696118540.0,986.9297130981336,MERCH013,CUST0004,1.0,Transfer,12.906730578060566,0.0
TX000062,1696118780.0,208.54355915329774,MERCH016,CUST0006,0.0,Transfer,19.0191090970287,0.0
TX000063,1696118520.0,1358.452620937203,MERCH011,CUST0005,0.0,Withdrawal,11.325889811371987,0.0
TX000064,1696118480.0,1212.2203914646361,MERCH012,CUST0015,1.0,Withdrawal,17.008541304284698,1.0
TX000065,1696118480.0,1439.8434881973876,MERCH019,CUST0002,0.0,Transfer,6.6463928164603665,0.0
TX000066,1696118440.0,6.955043865864127,MERCH019,CUST0003,0.0,Purchase,7.372111075133477,0.0
TX000067,1696118660.0,9.656920894893346,MERCH010,CUST0003,0.0,Transfer,10.365949930619538,0.0
TX000068,1696118560.0,0.1,MERCH018,CUST0009,0.0,Withdrawal,17.639036644274817,0.0
TX000069,1696118440.0,1125.1215966834661,MERCH020,CUST0008,0.0,Transfer,13.520406178113667,0.0
TX000070,1696118560.0,169.05345052407205,MERCH012,CUST0019,1.0,Purchase,13.627099192826842,0.0
TX000071,1696118440.0,1468.8825124148975,MERCH004,CUST0011,0.0,Withdrawal,8.797186849278047,0.0
TX000072,1696118520.0,860.4167483549246,MERCH003,CUST0018,1.0,Withdrawal,8.792761051391725,0.0
TX000073,1696118640.0,0.1,MERCH007,CUST0008,1.0,Transfer,14.314666044911757,0.0
TX000074,1696118480.0,0.1,MERCH009,CUST0011,1.0,Transfer,17.054807967866907,0.0
TX000075,1696118720.0,880.4008069453489,MERCH012,CUST0006,0.0,Purchase,9.559635671981551,0.0
TX000076,1696118460.0,0.1,MERCH007,CUST0008,0.0,Transfer,4.593944333884202,0.0
TX000077,1696118600.0,1168.5446769343107,MERCH001,CUST0007,0.0,Purchase,11.624930973892553,0.0
TX000078,1696118500.0,10.36516000557549,MERCH003,CUST0014,0.0,Transfer,4.90242614560554,0.0
TX000079,1696118680.0,621.5769240294027,MERCH004,CUST0007,1.0,Purchase,6.93618614776638,0.0
TX000080,1696118640.0,646.5932408000381,MERCH013,CUST0005,0.0,Purchase,9.72792249173751,0.0
TX000081,1696118780.0,93.41031343019097,MERCH016,CUST0009,1.0,Transfer,17.924501144959194,1.0
TX000082,1696118760.0,192.79420660673526,MERCH005,CUST0016,1.0,Purchase,11.83411413904769,0.0
TX000083,1696118660.0,0.1,MERCH010,CUST0020,1.0,Withdrawal,12.308408995893235,0.0
TX000084,1696118740.0,0.1,MERCH015,CUST0018,0.0,Purchase,12.608330038867562,0.0
TX000085,1696118540.0,1022.0003568888513,MERCH001,CUST0005,0.0,Withdrawal,7.351204102228442,0.0
TX000086,1696118740.0,308.47803362633533,MERCH017,CUST0018,0.0,Purchase,14.344654562181633,0.0
TX000087,1696118700.0,1109.739352239305,MERCH006,CUST0010,0.0,Transfer,3.3433965833297616,1.0
TX000088,1696118520.0,722.9285588296752,MERCH003,CUST0012,1.0,Transfer,10.734575008070172,0.0
TX000089,1696118520.0,0.1,MERCH008,CUST0008,0.0,Withdrawal,8.945715962691434,0.0
TX000090,1696118660.0,845.3743253177147,MERCH018,CUST0006,0.0,Purchase,0.1,0.0
TX000091,1696118660.0,983.4809685246441,MERCH015,CUST0004,0.0,Transfer,0.2671675757008636,1.0
TX000092,1696118480.0,0.1,MERCH001,CUST0003,0.0,Transfer,11.68558278375656,0.0
TX000093,1696118420.0,653.1989315265714,MERCH007,CUST0013,0.0,Transfer,12.787533011106063,0.0
TX000094,1696118520.0,511.89339535979724,MERCH012,CUST0001,0.0,Withdrawal,10.807958933668441,1.0
TX000095,1696118520.0,1497.5699404843217,MERCH014,CUST0012,0.0,Transfer,3.913716705985931,0.0
TX000096,1696118720.0,0.1,MERCH017,CUST0012,1.0,Transfer,15.475352206885596,0.0
TX000097,1696118660.0,913.5880875247517,MERCH012,CUST0004,0.0,Withdrawal,10.757966098801377,0.0
TX000098,1696118440.0,0.1,MERCH018,CUST0004,0.0,Withdrawal,18.25302327457983,0.0
TX000099,1696118440.0,0.1,MERCH009,CUST0003,0.0,Withdrawal,16.140947800538047,0.0
TX000100,1696118600.0,2358.707937854222,MERCH009,CUST0006,0.0,Transfer,11.373962521726192,0.0
TX000101,1696118480.0,1172.2423225403857,MERCH007,CUST0019,0.0,Transfer,10.477013809102994,0.0
TX000102,1696118780.0,865.3820726296517,MERCH016,CUST0007,0.0,Transfer,1.1983473787026302,0.0
TX000103,1696118520.0,235.52833657946923,MERCH016,CUST0002,1.0,Purchase,21.715297550782665,0.0
TX000104,1696118600.0,117.16146607856922,MERCH013,CUST0005,0.0,Purchase,15.457093820983605,0.0
TX000105,1696118520.0,947.1616950441237,MERCH001,CUST0017,1.0,Purchase,0.7551769970578484,0.0
TX000106,1696118640.0,1179.2956510749834,MERCH005,CUST0001,0.0,Transfer,12.331602580207063,0.0
TX000107,1696118560.0,74.52851423826928,MERCH012,CUST0014,0.0,Purchase,0.1,0.0
TX000108,1696118460.0,1100.4851407113636,MERCH019,CUST0002,0.0,Purchase,10.969023449848983,0.0
TX000109,1696118640.0,511.0935299318399,MERCH002,CUST0012,0.0,Purchase,11.928739446359108,0.0
TX000110,1696118500.0,1195.1348533769633,MERCH007,CUST0016,0.0,Transfer,7.824771405159016,0.0
TX000111,1696118500.0,1625.0362857738714,MERCH007,CUST0016,1.0,Withdrawal,10.666680230031377,0.0
TX000112,1696118560.0,800.6055720473596,MERCH014,CUST0016,1.0,Withdrawal,5.526304841992511,0.0
TX000113,1696118560.0,42.41996795306375,MERCH013,CUST0011,0.0,Withdrawal,6.082437875337422,0.0
TX000114,1696118480.0,856.4843797721157,MERCH020,CUST0013,1.0,Transfer,15.943237812379733,0.0
TX000115,1696118440.0,0.1,MERCH015,CUST0020,1.0,Withdrawal,8.873728129814499,0.0
TX000116,1696118600.0,1588.3286444681153,MERCH003,CUST0013,0.0,Purchase,9.261744729193454,0.0
TX000117,1696118500.0,568.2659778904143,MERCH004,CUST0018,0.0,Purchase,8.465055768273476,0.0
TX000118,1696118400.0,1289.710393495765,MERCH007,CUST0011,0.0,Withdrawal,7.566942329711145,0.0
TX000119,1696118740.0,744.8462602886923,MERCH003,CUST0012,0.0,Withdrawal,6.9216371863342925,0.0
TX000120,1696118780.0,0.1,MERCH002,CUST0002,0.0,Transfer,7.256228471245654,0.0
TX000121,1696118500.0,581.8732148713187,MERCH015,CUST0019,0.0,Withdrawal,14.229884958955854,0.0
TX000122,1696118500.0,1725.358528110501,MERCH013,CUST0004,1.0,Purchase,17.406704209318523,1.0
TX000123,1696118540.0,1355.6308079388523,MERCH003,CUST0010,0.0,Withdrawal,14.59412157460321,0.0
TX000124,1696118760.0,1544.0101764685833,MERCH011,CUST0013,1.0,Withdrawal,3.1429330011735033,0.0
TX000125,1696118780.0,1215.9407257817002,MERCH006,CUST0016,0.0,Purchase,10.990349066730134,0.0
TX000126,1696118760.0,835.9319058298986,MERCH009,CUST0015,0.0,Purchase,15.725162688309464,0.0
TX000127,1696118440.0,1084.4895319096665,MERCH011,CUST0013,0.0,Purchase,6.027603114201142,0.0
TX000128,1696118440.0,1374.6126342242305,MERCH001,CUST0005,0.0,Purchase,9.5090893464271,0.0
TX000129,1696118680.0,1774.6072702909983,MERCH017,CUST0010,0.0,Transfer,10.613727144286058,0.0
TX000130,1696118480.0,0.1,MERCH015,CUST0012,1.0,Transfer,19.422158811356987,0.0
TX000131,1696118640.0,251.42040209517984,MERCH020,CUST0012,0.0,Purchase,8.795627378379953,0.0
TX000132,1696118460.0,1680.5738426865464,MERCH009,CUST0019,1.0,Withdrawal,18.942626869755355,0.0
TX000133,1696118420.0,433.30860658587727,MERCH006,CUST0007,0.0,Withdrawal,16.631331650092026,0.0
TX000134,1696118460.0,0.1,MERCH013,CUST0019,0.0,Withdrawal,10.688422321276603,0.0
TX000135,1696118540.0,0.1,MERCH002,CUST0008,1.0,Transfer,7.185896730852324,0.0
TX000136,1696118780.0,0.1,MERCH017,CUST0019,0.0,Transfer,10.080668220565112,0.0
TX000137,1696118780.0,784.3135084001021,MERCH003,CUST0013,1.0,Transfer,15.383097470372865,0.0
TX000138,1696118700.0,341.1937209558764,MERCH009,CUST0019,1.0,Withdrawal,3.123353096892541,0.0
TX000139,1696118780.0,1815.8781267391983,MERCH012,CUST0004,1.0,Purchase,10.120630020954486,1.0
TX000140,1696118600.0,1630.860698092001,MERCH020,CUST0003,1.0,Withdrawal,0.1,1.0
TX000141,1696118660.0,134.81454445087536,MERCH002,CUST0004,1.0,Transfer,10.952804371681882,0.0
TX000142,1696118700.0,1475.545579921343,MERCH003,CUST0001,1.0,Transfer,8.168249234049284,0.0
TX000143,1696118480.0,844.0710484522127,MERCH007,CUST0007,0.0,Purchase,12.778537608801278,0.0
TX000144,1696118400.0,556.0425771529182,MERCH008,CUST0002,0.0,Withdrawal,2.0089497302354884,0.0
TX000145,1696118520.0,69.20287062400632,MERCH003,CUST0011,1.0,Withdrawal,11.054018344225277,0.0
TX000146,1696118620.0,1119.3680049984307,MERCH002,CUST0005,0.0,Purchase,16.134422064934114,0.0
TX000147,1696118460.0,356.4187711771989,MERCH017,CUST0012,1.0,Purchase,9.241639034101658,0.0
TX000148,1696118500.0,0.1,MERCH018,CUST0020,1.0,Transfer,11.734872287593854,0.0
TX000149,1696118420.0,274.63080178264295,MERCH017,CUST0004,0.0,Purchase,6.064697846789045,0.0
TX000150,1696118620.0,1185.7752845044276,MERCH019,CUST0017,1.0,Withdrawal,13.702843405229165,0.0
TX000151,1696118600.0,224.51315227838626,MERCH009,CUST0020,0.0,Transfer,10.529400763150935,0.0
TX000152,1696118680.0,995.7297397613506,MERCH014,CUST0011,0.0,Purchase,8.555179604656939,0.0
TX000153,1696118540.0,438.6284731694718,MERCH003,CUST0001,0.0,Withdrawal,15.536660905912605,0.0
TX000154,1696118740.0,275.1956552047845,MERCH001,CUST0020,1.0,Withdrawal,10.173674777390573,0.0
TX000155,1696118760.0,877.2177508721475,MERCH006,CUST0009,1.0,Withdrawal,8.10995916856815,0.0
TX000156,1696118420.0,910.107743922077,MERCH007,CUST0009,1.0,Purchase,12.578481012543264,0.0
TX000157,1696118580.0,325.8278882128018,MERCH017,CUST0013,1.0,Purchase,8.23560069973846,0.0
TX000158,1696118580.0,942.3807848023137,MERCH005,CUST0011,1.0,Withdrawal,6.268098630724539,0.0
TX000159,1696118520.0,1587.0468258855274,MERCH002,CUST0003,1.0,Transfer,16.48692667388692,1.0
TX000160,1696118580.0,2305.593102078193,MERCH019,CUST0020,0.0,Withdrawal,17.121102410011932,0.0
TX000161,1696118620.0,823.4859835127621,MERCH013,CUST0009,1.0,Purchase,13.117502028244933,0.0
TX000162,1696118680.0,1054.7837443968392,MERCH011,CUST0018,1.0,Purchase,5.913962381636884,0.0
TX000163,1696118720.0,1417.680957741754,MERCH006,CUST0016,0.0,Purchase,13.190232640521394,0.0
TX000164,1696118720.0,834.6850808869985,MERCH003,CUST0015,1.0,Purchase,0.1,0.0
TX000165,1696118400.0,646.2544318700276,MERCH013,CUST0007,0.0,Purchase,3.7649201420821496,1.0
TX000166,1696118500.0,1256.284997835212,MERCH012,CUST0018,1.0,Withdrawal,5.4436172422750335,0.0
TX000167,1696118740.0,627.287132731721,MERCH009,CUST0020,1.0,Purchase,6.487413607190756,0.0
TX000168,1696118480.0,974.7321612878941,MERCH005,CUST0005,0.0,Withdrawal,5.2012486470042205,1.0
TX000169,1696118500.0,0.1,MERCH004,CUST0017,1.0,Transfer,7.304554929540567,0.0
TX000170,1696118580.0,27.14860270841598,MERCH004,CUST0009,1.0,Transfer,8.195115612183336,0.0
TX000171,1696118500.0,0.1,MERCH001,CUST0014,1.0,Transfer,16.48343527185989,0.0
TX000172,1696118760.0,1489.3504946215276,MERCH004,CUST0005,0.0,Transfer,10.669908971469667,0.0
TX000173,1696118640.0,1279.5023104170873,MERCH007,CUST0012,0.0,Transfer,7.824191132061759,0.0
TX000174,1696118740.0,714.5243378717502,MERCH011,CUST0008,0.0,Purchase,11.69316908781342,1.0
TX000175,1696118720.0,383.3201171493339,MERCH001,CUST0013,0.0,Withdrawal,13.411160873026201,0.0
TX000176,1696118560.0,970.1832337718536,MERCH003,CUST0011,1.0,Purchase,12.860132077035159,0.0
TX000177,1696118500.0,2126.906231404926,MERCH015,CUST0013,0.0,Withdrawal,10.468205382425463,0.0
TX000178,1696118540.0,709.8665504793604,MERCH009,CUST0013,0.0,Withdrawal,4.0758531842886505,0.0
TX000179,1696118580.0,354.3386679847076,MERCH012,CUST0013,1.0,Purchase,11.700141489443395,0.0
TX000180,1696118560.0,407.7522040292206,MERCH017,CUST0005,1.0,Purchase,5.414005300543999,0.0
TX000181,1696118680.0,1768.1687800443287,MERCH011,CUST0015,0.0,Transfer,11.292215456147881,0.0
TX000182,1696118580.0,1308.6842272481222,MERCH002,CUST0018,1.0,Transfer,12.307475510050207,0.0
TX000183,1696118440.0,359.8857824308913,MERCH009,CUST0018,0.0,Transfer,20.92017278124288,0.0
TX000184,1696118720.0,0.1,MERCH005,CUST0002,0.0,Purchase,12.029005581581941,0.0
TX000185,1696118560.0,370.0918049956341,MERCH002,CUST0012,0.0,Withdrawal,4.95112291264061,0.0
TX000186,1696118660.0,866.0979905907484,MERCH018,CUST0019,1.0,Transfer,14.93864929487961,0.0
TX000187,1696118400.0,0.1,MERCH011,CUST0008,0.0,Withdrawal,6.125907667177151,0.0
TX000188,1696118640.0,1368.1947961342373,MERCH013,CUST0002,1.0,Withdrawal,0.7963832703812752,0.0
TX000189,1696118700.0,437.9619356371464,MERCH003,CUST0013,1.0,Transfer,15.412156193871269,0.0
TX000190,1696118620.0,1072.0632138306676,MERCH002,CUST0002,1.0,Purchase,11.353056331722696,0.0
TX000191,1696118740.0,423.05483089063875,MERCH016,CUST0004,0.0,Transfer,9.135740681141888,0.0
TX000192,1696118440.0,1981.3490345572695,MERCH014,CUST0016,1.0,Purchase,13.731174320858672,0.0
TX000193,1696118760.0,2069.010732754116,MERCH008,CUST0008,0.0,Transfer,7.227241434463826,0.0
TX000194,1696118660.0,1262.0863298768907,MERCH003,CUST0010,0.0,Purchase,6.068487852128379,1.0
TX000195,1696118600.0,579.9742782917574,MERCH006,CUST0013,0.0,Transfer,8.018832273505565,0.0
TX000196,1696118440.0,1614.0240180229086,MERCH001,CUST0018,0.0,Purchase,16.746673795091642,0.0
TX000197,1696118520.0,817.448972561009,MERCH008,CUST0002,1.0,Purchase,10.66406869943383,0.0
TX000198,1696118700.0,230.389664371562,MERCH019,CUST0007,0.0,Withdrawal,7.394464470487248,0.0
TX000199,1696118480.0,401.8302521612182,MERCH018,CUST0014,0.0,Purchase,6.620256127736827,0.0
TX000200,1696118500.0,1632.420517861718,MERCH015,CUST0020,0.0,Transfer,3.4818339162890988,0.0
TX000201,1696118500.0,492.4839418840518,MERCH001,CUST0011,0.0,Withdrawal,7.501951412689375,0.0
TX000202,1696118540.0,1832.214843359956,MERCH013,CUST0016,0.0,Withdrawal,1.6070011975765333,0.0
TX000203,1696118560.0,421.36416700539496,MERCH013,CUST0008,1.0,Purchase,2.652126539946697,0.0
TX000204,1696118760.0,682.1605032613577,MERCH012,CUST0009,0.0,Purchase,15.761837417888959,0.0
TX000205,1696118700.0,952.889000376849,MERCH002,CUST0002,0.0,Transfer,7.758659652086735,0.0
TX000206,1696118740.0,22.525158863391198,MERCH011,CUST0013,1.0,Purchase,12.419345816376374,0.0
TX000207,1696118480.0,0.1,MERCH013,CUST0006,0.0,Transfer,12.868805641112184,0.0
TX000208,1696118600.0,175.0943945405176,MERCH020,CUST0015,0.0,Purchase,4.318148319280158,0.0
TX000209,1696118620.0,532.3203698651287,MERCH020,CUST0017,0.0,Purchase,10.038482774921675,0.0
TX000210,1696118740.0,750.8900512814366,MERCH008,CUST0013,0.0,Purchase,10.4665031278736,0.0
TX000211,1696118440.0,1451.3656381444657,MERCH005,CUST0014,0.0,Transfer,14.749076078026011,0.0
TX000212,1696118500.0,556.7820023553774,MERCH010,CUST0001,1.0,Transfer,10.116410375803177,0.0
TX000213,1696118580.0,968.3588680804967,MERCH007,CUST0014,0.0,Withdrawal,6.647293050245307,1.0
TX000214,1696118460.0,622.3516800160866,MERCH013,CUST0011,0.0,Transfer,9.7603702612293,0.0
TX000215,1696118460.0,0.1,MERCH005,CUST0010,0.0,Withdrawal,10.521497950691007,0.0
TX000216,1696118780.0,530.2990102270942,MERCH015,CUST0006,0.0,Withdrawal,5.619003167474926,0.0
TX000217,1696118540.0,0.1,MERCH017,CUST0015,0.0,Withdrawal,8.736854335589708,0.0
TX000218,1696118580.0,658.2574635526018,MERCH016,CUST0015,0.0,Transfer,7.161167844131494,0.0
TX000219,1696118760.0,0.1,MERCH009,CUST0002,1.0,Withdrawal,7.180464209511323,1.0
TX000220,1696118620.0,742.6729136068404,MERCH005,CUST0013,0.0,Withdrawal,15.25104358568797,0.0
TX000221,1696118780.0,1085.4921947191278,MERCH004,CUST0017,1.0,Withdrawal,2.09058507354629,0.0
TX000222,1696118480.0,852.6057547190775,MERCH012,CUST0012,0.0,Transfer,21.659498815365865,0.0
TX000223,1696118560.0,801.2378555751391,MERCH017,CUST0012,0.0,Withdrawal,13.49171273843903,0.0
TX000224,1696118620.0,1160.2872362591197,MERCH020,CUST0011,0.0,Purchase,10.0367418542876,0.0
TX000225,1696118680.0,930.2413467056244,MERCH008,CUST0005,1.0,Transfer,3.5011348263105617,0.0
TX000226,1696118620.0,284.9939103185103,MERCH016,CUST0004,1.0,Purchase,2.736606702916898,0.0
TX000227,1696118460.0,0.1,MERCH011,CUST0018,1.0,Withdrawal,5.1681466830141956,0.0
TX000228,1696118580.0,0.1,MERCH020,CUST0013,1.0,Withdrawal,12.019797681392777,1.0
TX000229,1696118400.0,0.1,MERCH002,CUST0003,1.0,Transfer,5.484122108695378,0.0
TX000230,1696118620.0,660.9965608455408,MERCH003,CUST0009,1.0,Withdrawal,8.55863562075808,0.0
TX000231,1696118440.0,0.1,MERCH009,CUST0003,0.0,Transfer,13.340160632685517,0.0
TX000232,1696118660.0,0.1,MERCH018,CUST0010,1.0,Withdrawal,2.990148472508025,0.0
TX000233,1696118740.0,731.9836714729884,MERCH017,CUST0006,0.0,Purchase,13.8244946853739,0.0
TX000234,1696118720.0,514.4037824707934,MERCH008,CUST0001,0.0,Transfer,6.8435895373954905,0.0
TX000235,1696118740.0,977.874331596806,MERCH020,CUST0012,1.0,Purchase,11.854013069151105,0.0
TX000236,1696118440.0,624.5269735585072,MERCH020,CUST0016,1.0,Purchase,13.06865137148441,0.0
TX000237,1696118560.0,1011.7644134610041,MERCH017,CUST0003,0.0,Withdrawal,11.263085678543401,1.0
TX000238,1696118560.0,169.95937105970665,MERCH002,CUST0002,0.0,Transfer,10.699378652037561,0.0
TX000239,1696118760.0,435.45049437616933,MERCH010,CUST0008,1.0,Transfer,13.023478719952593,0.0
TX000240,1696118640.0,1940.0131854289434,MERCH018,CUST0014,0.0,Transfer,6.691601431725326,0.0
TX000241,1696118440.0,40.47454369355171,MERCH012,CUST0013,0.0,Transfer,5.116176680768622,0.0
TX000242,1696118720.0,159.4768244704399,MERCH019,CUST0005,0.0,Transfer,11.36310379231464,0.0
TX000243,1696118780.0,1293.4903328320395,MERCH015,CUST0012,0.0,Withdrawal,9.80724787001042,0.0
TX000244,1696118660.0,0.1,MERCH002,CUST0006,0.0,Transfer,14.588456787080538,0.0
TX000245,1696118540.0,502.0678069847728,MERCH004,CUST0004,0.0,Purchase,13.715661110434542,0.0
TX000246,1696118580.0,361.6405737996997,MERCH015,CUST0019,0.0,Transfer,9.021315168128014,0.0
TX000247,1696118620.0,479.2070698976871,MERCH007,CUST0017,1.0,Transfer,3.8629605160807614,0.0
TX000248,1696118580.0,1028.9577591484358,MERCH020,CUST0019,1.0,Transfer,15.451593958998435,0.0
TX000249,1696118700.0,1443.2940219056381,MERCH014,CUST0011,0.0,Purchase,13.177352456129881,0.0
TX000250,1696118660.0,908.6157479042886,MERCH003,CUST0006,0.0,Purchase,9.670453861303745,0.0
TX000251,1696118760.0,1900.3340120128573,MERCH008,CUST0017,0.0,Transfer,6.011582835469335,0.0
TX000252,1696118480.0,1492.4586628851816,MERCH013,CUST0014,0.0,Withdrawal,14.018981738632183,0.0
TX000253,1696118540.0,1986.858872379269,MERCH016,CUST0014,0.0,Purchase,17.216688128731374,0.0
TX000254,1696118560.0,1522.6082408460034,MERCH017,CUST0003,0.0,Withdrawal,10.796865623254702,0.0
TX000255,1696118600.0,195.38021108343008,MERCH002,CUST0005,0.0,Purchase,14.287265130536973,0.0
TX000256,1696118660.0,1027.5115241472163,MERCH020,CUST0010,0.0,Withdrawal,12.890329024110729,0.0
TX000257,1696118660.0,2134.949830989285,MERCH019,CUST0005,1.0,Withdrawal,8.346991117187136,0.0
TX000258,1696118420.0,1333.158981607909,MERCH006,CUST0006,1.0,Withdrawal,6.4822583549106,0.0
TX000259,1696118480.0,1123.8097079450824,MERCH013,CUST0002,0.0,Purchase,3.884307753203899,0.0
TX000260,1696118580.0,335.99906383970233,MERCH013,CUST0017,1.0,Withdrawal,9.043357854622998,0.0
